T(K)           P(bar)         H2O,wt%        rho,kg/m3     
  691.357        28927.7        11.3448        2796.81     
  697.088        28927.7        11.2427        2800.06     
  702.819        28927.7        11.1396        2803.38     
  708.550        28927.7        11.0144        2807.52     
  714.281        28927.7        10.8514        2813.07     
  720.012        28927.7        10.6864        2818.73     
  725.743        28927.7        10.4955        2825.38     
  731.474        28927.7        10.2074        2835.72     
  737.205        28927.7        9.92527        2845.90     
  742.936        28927.7        9.62017        2857.06     
  748.667        28927.7        9.06080        2878.11     
  754.398        28927.7        8.51899        2898.79     
  760.129        28927.7        7.94586        2921.05     
  765.859        28927.7        7.83437        2925.15     
  771.590        28927.7        7.83254        2924.74     
  777.321        28927.7        7.82728        2924.54     
  783.052        28927.7        7.82207        2924.34     
  788.783        28927.7        7.81455        2924.28     
  794.514        28927.7        7.80842        2924.14     
  800.245        28927.7        7.80093        2924.07     
  805.976        28927.7        7.79025        2924.20     
  811.707        28927.7        7.78133        2924.22     
  817.438        28927.7        7.77100        2924.31     
  823.169        28927.7        7.75502        2924.76     
  828.900        28927.7        7.74132        2925.06     
  834.631        28927.7        7.72050        2925.80     
  840.361        28927.7        7.69956        2926.47     
  846.092        28927.7        7.67887        2927.18     
  851.823        28927.7        7.66685        2927.35     
  857.554        28927.7        7.65651        2927.31     
  863.285        28927.7        7.64736        2927.22     
  869.016        28927.7        6.94649        2961.16     
  874.747        28927.7        6.17051        2999.74     
  880.478        28927.7        4.70131        3076.74     
  886.209        28927.7        2.56377        3196.73     
  891.940        28927.7        1.21431        3277.22     
  897.671        28927.7        1.20910        3276.95     
  903.402        28927.7        1.20423        3276.65     
  909.133        28927.7        1.19931        3276.36     
  914.863        28927.7        1.19474        3276.04     
  920.594        28927.7        1.19002        3275.73     
  926.325        28927.7        1.18507        3275.43     
  932.056        28927.7        1.17992        3275.14     
  937.787        28927.7        1.17478        3274.86     
  943.518        28927.7        1.16915        3274.60     
  949.249        28927.7        1.16257        3274.39     
  954.980        28927.7        1.15607        3274.18     
  960.711        28927.7        1.14909        3274.00     
  966.442        28927.7        1.14030        3273.93     
  972.173        28927.7        1.13114        3273.88     
  977.904        28927.7        1.12206        3273.82     
  983.635        28927.7        1.10962        3273.97     
  989.365        28927.7        1.09663        3274.15     
  995.096        28927.7        1.08418        3274.29     
  1000.83        28927.7        1.06679        3274.73     
  1006.56        28927.7        1.04824        3275.24     
  1012.29        28927.7        1.03043        3275.71     
  1018.02        28927.7        1.00834        3276.43     
  1023.75        28927.7       0.984199        3277.28     
  1029.48        28927.7       0.948381        3278.83     
  1035.21        28927.7       0.370148        3320.32     
  1040.94        28927.7       0.114967E-001   3346.38     
  1046.67        28927.7       0.114967E-001   3345.67     
  1052.41        28927.7       0.114967E-001   3344.92     
  1058.14        28927.7       0.114967E-001   3344.25     
  1063.87        28927.7       0.114967E-001   3343.52     
  1069.60        28927.7       0.114967E-001   3342.81     
  1075.33        28927.7       0.114967E-001   3342.13     
  1081.06        28927.7       0.114967E-001   3341.40     
  1086.79        28927.7       0.114967E-001   3340.65     
  1092.52        28927.7       0.114967E-001   3339.98     
  1098.25        28927.7       0.114967E-001   3339.25     
  1103.98        28927.7       0.114967E-001   3338.52     
  1109.71        28927.7       0.114967E-001   3337.83     
  1115.45        28927.7       0.114967E-001   3337.05     
  1121.18        28927.7       0.114967E-001   3336.33     
  1126.91        28927.7       0.114967E-001   3335.65     
  1132.64        28927.7       0.114967E-001   3334.90     
  1138.37        28927.7       0.114967E-001   3334.20     
  1144.10        28927.7       0.114967E-001   3333.47     
  1149.83        28927.7       0.114967E-001   3332.73     
  1155.56        28927.7       0.114967E-001   3331.96     
  1161.29        28927.7       0.114967E-001   3331.27     
  1167.02        28927.7       0.114967E-001   3330.50     
  1172.76        28927.7       0.114967E-001   3329.80     
  1178.49        28927.7       0.114967E-001   3329.07     
  1184.22        28927.7       0.114967E-001   3328.32     
  1189.95        28927.7       0.114967E-001   3327.53     
  1195.68        28927.7       0.114967E-001   3326.84     
  1201.41        28927.7       0.114967E-001   3326.10     
  1207.14        28927.7       0.114967E-001   3325.35     
  1212.87        28927.7       0.114967E-001   3324.59     
  1218.60        28927.7       0.114967E-001   3323.87     
  1224.33        28927.7       0.114967E-001   3323.05     
  1230.06        28927.7       0.114967E-001   3322.31     
  1235.80        28927.7       0.114967E-001   3321.61     
  1241.53        28927.7       0.114967E-001   3320.84     
  1247.26        28927.7       0.114967E-001   3320.11     
  1252.99        28927.7       0.114967E-001   3319.35     
  1258.72        28927.7       0.114967E-001   3318.54     
  1264.45        28927.7       0.114967E-001   3317.76     
  1270.18        28927.7       0.114967E-001   3317.06     
  1275.91        28927.7       0.114967E-001   3316.25     
  1281.64        28927.7       0.114967E-001   3315.54     
  1287.37        28927.7       0.114967E-001   3314.78     
  1293.10        28927.7       0.114967E-001   3313.98     
  1298.84        28927.7       0.114967E-001   3313.15     
  1304.57        28927.7       0.114967E-001   3312.45     
  1310.30        28927.7       0.114967E-001   3311.68     
  1316.03        28927.7       0.114967E-001   3310.90     
  1321.76        28927.7       0.114967E-001   3310.10     
  1327.49        28927.7       0.114967E-001   3309.36     
  1333.22        28927.7       0.114967E-001   3308.48     
  1338.95        28927.7       0.114967E-001   3307.71     
  1344.68        28927.7       0.114967E-001   3307.00     
  1350.41        28927.7       0.114967E-001   3306.19     
  1356.14        28927.7       0.114967E-001   3305.39     
  1361.88        28927.7       0.114967E-001   3304.65     
  1367.61        28927.7       0.114967E-001   3303.77     
  1373.34        28927.7       0.114967E-001   3302.96     
  1379.07        28927.7       0.114967E-001   3302.24     
  1384.80        28927.7       0.114967E-001   3301.38     
  1390.53        28927.7       0.114967E-001   3300.65     
  1396.26        28927.7       0.114967E-001   3299.86     
  1401.99        28927.7       0.114967E-001   3299.01     
  1407.72        28927.7       0.114967E-001   3298.12     
  1413.45        28927.7       0.114967E-001   3297.42     
  1419.18        28927.7       0.114967E-001   3296.55     
  1424.92        28927.7       0.114967E-001   3295.79     
  1430.65        28927.7       0.114967E-001   3294.99     
  1436.38        28927.7       0.114967E-001   3294.17     
  1442.11        28927.7       0.114967E-001   3293.35     
  1447.84        28927.7       0.114967E-001   3292.52     
  1453.57        28927.7       0.114967E-001   3291.69     
  1459.30        28927.7       0.114967E-001   3290.87     
  1465.03        28927.7       0.114967E-001   3290.03     
  1470.76        28927.7       0.114967E-001   3289.19     
  1476.49        28927.7       0.114967E-001   3288.36     
  1482.22        28927.7       0.114967E-001   3287.52     
  1487.96        28927.7       0.114967E-001   3286.66     
  1493.69        28927.7       0.114967E-001   3285.83     
  1499.42        28927.7       0.114967E-001   3284.97     
  1505.15        28927.7       0.114967E-001   3284.11     
  1510.88        28927.7       0.114967E-001   3283.26     
  1516.61        28927.7       0.114967E-001   3282.40     
  1522.34        28927.7       0.114967E-001   3281.52     
  1528.07        28927.7       0.114967E-001   3280.67     
  1533.80        28927.7       0.114967E-001   3279.79     
  1539.53        28927.7       0.114967E-001   3278.91     
  1545.27        28927.7       0.114967E-001   3278.04     
  1551.00        28927.7       0.114967E-001   3277.16     
  1556.73        28927.7       0.114967E-001   3276.26     
  1562.46        28927.7       0.114967E-001   3275.35     
  1568.19        28927.7       0.114967E-001   3274.48     
  1573.92        28927.7       0.114967E-001   3273.58     
  1579.65        28927.7       0.114967E-001   3272.68     
  1585.38        28927.7       0.114967E-001   3271.73     
  1591.11        28927.7       0.114967E-001   3270.75     
  1596.84        28927.7       0.114967E-001   3269.95     
  1602.57        28927.7       0.114967E-001   3269.06     
  1608.31        28927.7       0.114967E-001   3268.34     
  1614.04        28927.7       0.114967E-001   3267.62     
  1619.77        28927.7       0.114967E-001   3266.90     
  1625.50        28927.7       0.114967E-001   3266.18     
  1631.23        28927.7       0.114967E-001   3265.46     
  1636.96        28927.7       0.114967E-001   3264.73     
  1642.69        28927.7       0.114967E-001   3264.01     
  1648.42        28927.7       0.114967E-001   3263.29     
  1654.15        28927.7       0.114967E-001   3262.56     
  1659.88        28927.7       0.114967E-001   3261.83     
  1665.61        28927.7       0.114967E-001   3261.11     
  1671.35        28927.7       0.114967E-001   3260.38     
  1677.08        28927.7       0.114967E-001   3259.65     
  1682.81        28927.7       0.114967E-001   3258.92     
  1688.54        28927.7       0.114967E-001   3258.20     
  1694.27        28927.7       0.114967E-001   3257.47     
  1700.00        28927.7       0.114967E-001   3256.74     
  273.000        29243.0        13.0314        2805.05     
  278.731        29243.0        12.9924        2803.30     
  284.462        29243.0        12.9881        2802.94     
  290.193        29243.0        12.9801        2802.61     
  295.924        29243.0        12.6118        2804.14     
  301.655        29243.0        12.6118        2803.73     
  307.386        29243.0        12.6118        2803.38     
  313.116        29243.0        12.4643        2809.25     
  318.847        29243.0        12.4643        2808.91     
  324.578        29243.0        12.4643        2808.56     
  330.309        29243.0        12.4643        2808.15     
  336.040        29243.0        12.4643        2807.79     
  341.771        29243.0        12.4643        2807.25     
  347.502        29243.0        12.4643        2806.89     
  353.233        29243.0        12.4643        2806.53     
  358.964        29243.0        12.4643        2805.97     
  364.695        29243.0        12.4643        2805.60     
  370.426        29243.0        12.4643        2805.23     
  376.157        29243.0        12.4643        2804.63     
  381.888        29243.0        12.4643        2804.25     
  387.618        29243.0        12.4643        2803.88     
  393.349        29243.0        12.4643        2803.27     
  399.080        29243.0        12.4643        2802.89     
  404.811        29243.0        12.4643        2802.51     
  410.542        29243.0        12.4643        2801.83     
  416.273        29243.0        12.4643        2801.44     
  422.004        29243.0        12.4643        2801.06     
  427.735        29243.0        12.4643        2800.34     
  433.466        29243.0        12.4643        2799.95     
  439.197        29243.0        12.4643        2799.56     
  444.928        29243.0        12.4643        2799.16     
  450.659        29243.0        12.4643        2798.37     
  456.390        29243.0        12.4643        2797.98     
  462.120        29243.0        12.4643        2797.58     
  467.851        29243.0        12.4643        2796.72     
  473.582        29243.0        12.4643        2795.95     
  479.313        29243.0        12.4643        2795.55     
  485.044        29243.0        12.4643        2795.08     
  490.775        29243.0        12.0102        2819.40     
  496.506        29243.0        12.0030        2819.29     
  502.237        29243.0        11.9371        2815.16     
  507.968        29243.0        11.9067        2815.85     
  513.699        29243.0        11.9067        2815.44     
  519.430        29243.0        11.8017        2818.75     
  525.161        29243.0        11.8017        2818.33     
  530.892        29243.0        11.7784        2818.72     
  536.622        29243.0        12.4202        2773.03     
  542.353        29243.0        12.4083        2773.00     
  548.084        29243.0        12.3761        2773.72     
  553.815        29243.0        12.3761        2773.25     
  559.546        29243.0        12.2718        2776.63     
  565.277        29243.0        12.2297        2777.71     
  571.008        29243.0        12.2297        2777.24     
  576.739        29243.0        12.2297        2776.76     
  582.470        29243.0        12.1631        2778.78     
  588.201        29243.0        12.1276        2779.39     
  593.932        29243.0        12.0930        2779.97     
  599.663        29243.0        12.0580        2780.60     
  605.394        29243.0        12.0263        2781.25     
  611.124        29243.0        11.9814        2782.05     
  616.855        29243.0        11.9513        2782.57     
  622.586        29243.0        11.9182        2783.22     
  628.317        29243.0        11.8826        2783.97     
  634.048        29243.0        11.8471        2784.71     
  639.779        29243.0        11.8095        2785.56     
  645.510        29243.0        11.7717        2786.42     
  651.241        29243.0        11.7340        2787.27     
  656.972        29243.0        11.6945        2788.21     
  662.703        29243.0        11.6544        2789.16     
  668.434        29243.0        11.6144        2790.12     
  674.165        29243.0        11.5581        2791.68     
  679.896        29243.0        11.4934        2793.55     
  685.627        29243.0        11.4285        2795.43     
  691.357        29243.0        11.3447        2798.01     
  697.088        29243.0        11.2422        2801.28     
  702.819        29243.0        11.1396        2804.57     
  708.550        29243.0        11.0152        2808.68     
  714.281        29243.0        10.8516        2814.25     
  720.012        29243.0        10.6874        2819.87     
  725.743        29243.0        10.4975        2826.48     
  731.474        29243.0        10.2143        2836.62     
  737.205        29243.0        9.92849        2846.94     
  742.936        29243.0        9.62628        2857.97     
  748.667        29243.0        9.08039        2878.49     
  754.398        29243.0        8.52721        2899.60     
  760.129        29243.0        7.96528        2921.38     
  765.859        29243.0        7.83388        2926.25     
  771.590        29243.0        7.83025        2925.95     
  777.321        29243.0        7.82501        2925.75     
  783.052        29243.0        7.81859        2925.62     
  788.783        29243.0        7.81229        2925.49     
  794.514        29243.0        7.80542        2925.39     
  800.245        29243.0        7.79699        2925.39     
  805.976        29243.0        7.78712        2925.47     
  811.707        29243.0        7.77725        2925.54     
  817.438        29243.0        7.76548        2925.73     
  823.169        29243.0        7.75052        2926.11     
  828.900        29243.0        7.72116        2927.37     
  834.631        29243.0        7.71099        2927.44     
  840.361        29243.0        7.69436        2927.87     
  846.092        29243.0        7.67472        2928.56     
  851.823        29243.0        7.67127        2928.21     
  857.554        29243.0        7.65530        2928.44     
  863.285        29243.0        7.64611        2928.35     
  869.016        29243.0        6.82873        2968.08     
  874.747        29243.0        6.05460        3006.71     
  880.478        29243.0        4.45606        3091.10     
  886.209        29243.0        2.23643        3216.94     
  891.940        29243.0        1.21348        3278.14     
  897.671        29243.0        1.20835        3277.86     
  903.402        29243.0        1.20344        3277.57     
  909.133        29243.0        1.19879        3277.26     
  914.863        29243.0        1.19406        3276.95     
  920.594        29243.0        1.18942        3276.63     
  926.325        29243.0        1.18449        3276.34     
  932.056        29243.0        1.17934        3276.05     
  937.787        29243.0        1.17420        3275.76     
  943.518        29243.0        1.16853        3275.51     
  949.249        29243.0        1.16199        3275.30     
  954.980        29243.0        1.15544        3275.10     
  960.711        29243.0        1.14841        3274.92     
  966.442        29243.0        1.13938        3274.86     
  972.173        29243.0        1.13039        3274.80     
  977.904        29243.0        1.12119        3274.75     
  983.635        29243.0        1.10844        3274.92     
  989.365        29243.0        1.09571        3275.08     
  995.096        29243.0        1.08302        3275.24     
  1000.83        29243.0        1.06527        3275.70     
  1006.56        29243.0        1.04707        3276.19     
  1012.29        29243.0        1.02881        3276.69     
  1018.02        29243.0        1.00663        3277.42     
  1023.75        29243.0       0.982351        3278.27     
  1029.48        29243.0       0.955372        3279.29     
  1035.21        29243.0       0.114967E-001   3348.01     
  1040.94        29243.0       0.114967E-001   3347.28     
  1046.67        29243.0       0.114967E-001   3346.54     
  1052.41        29243.0       0.114967E-001   3345.85     
  1058.14        29243.0       0.114967E-001   3345.14     
  1063.87        29243.0       0.114967E-001   3344.43     
  1069.60        29243.0       0.114967E-001   3343.75     
  1075.33        29243.0       0.114967E-001   3343.05     
  1081.06        29243.0       0.114967E-001   3342.34     
  1086.79        29243.0       0.114967E-001   3341.60     
  1092.52        29243.0       0.114967E-001   3340.89     
  1098.25        29243.0       0.114967E-001   3340.19     
  1103.98        29243.0       0.114967E-001   3339.47     
  1109.71        29243.0       0.114967E-001   3338.77     
  1115.45        29243.0       0.114967E-001   3338.04     
  1121.18        29243.0       0.114967E-001   3337.29     
  1126.91        29243.0       0.114967E-001   3336.57     
  1132.64        29243.0       0.114967E-001   3335.87     
  1138.37        29243.0       0.114967E-001   3335.14     
  1144.10        29243.0       0.114967E-001   3334.43     
  1149.83        29243.0       0.114967E-001   3333.70     
  1155.56        29243.0       0.114967E-001   3332.93     
  1161.29        29243.0       0.114967E-001   3332.25     
  1167.02        29243.0       0.114967E-001   3331.47     
  1172.76        29243.0       0.114967E-001   3330.76     
  1178.49        29243.0       0.114967E-001   3330.05     
  1184.22        29243.0       0.114967E-001   3329.30     
  1189.95        29243.0       0.114967E-001   3328.56     
  1195.68        29243.0       0.114967E-001   3327.83     
  1201.41        29243.0       0.114967E-001   3327.05     
  1207.14        29243.0       0.114967E-001   3326.33     
  1212.87        29243.0       0.114967E-001   3325.58     
  1218.60        29243.0       0.114967E-001   3324.85     
  1224.33        29243.0       0.114967E-001   3324.10     
  1230.06        29243.0       0.114967E-001   3323.31     
  1235.80        29243.0       0.114967E-001   3322.57     
  1241.53        29243.0       0.114967E-001   3321.84     
  1247.26        29243.0       0.114967E-001   3321.11     
  1252.99        29243.0       0.114967E-001   3320.35     
  1258.72        29243.0       0.114967E-001   3319.59     
  1264.45        29243.0       0.114967E-001   3318.78     
  1270.18        29243.0       0.114967E-001   3318.03     
  1275.91        29243.0       0.114967E-001   3317.27     
  1281.64        29243.0       0.114967E-001   3316.52     
  1287.37        29243.0       0.114967E-001   3315.80     
  1293.10        29243.0       0.114967E-001   3315.02     
  1298.84        29243.0       0.114967E-001   3314.24     
  1304.57        29243.0       0.114967E-001   3313.49     
  1310.30        29243.0       0.114967E-001   3312.66     
  1316.03        29243.0       0.114967E-001   3311.92     
  1321.76        29243.0       0.114967E-001   3311.14     
  1327.49        29243.0       0.114967E-001   3310.39     
  1333.22        29243.0       0.114967E-001   3309.60     
  1338.95        29243.0       0.114967E-001   3308.76     
  1344.68        29243.0       0.114967E-001   3307.99     
  1350.41        29243.0       0.114967E-001   3307.25     
  1356.14        29243.0       0.114967E-001   3306.45     
  1361.88        29243.0       0.114967E-001   3305.69     
  1367.61        29243.0       0.114967E-001   3304.89     
  1373.34        29243.0       0.114967E-001   3304.04     
  1379.07        29243.0       0.114967E-001   3303.25     
  1384.80        29243.0       0.114967E-001   3302.46     
  1390.53        29243.0       0.114967E-001   3301.68     
  1396.26        29243.0       0.114967E-001   3300.94     
  1401.99        29243.0       0.114967E-001   3300.11     
  1407.72        29243.0       0.114967E-001   3299.23     
  1413.45        29243.0       0.114967E-001   3298.52     
  1419.18        29243.0       0.114967E-001   3297.66     
  1424.92        29243.0       0.114967E-001   3296.79     
  1430.65        29243.0       0.114967E-001   3296.09     
  1436.38        29243.0       0.114967E-001   3295.28     
  1442.11        29243.0       0.114967E-001   3294.46     
  1447.84        29243.0       0.114967E-001   3293.64     
  1453.57        29243.0       0.114967E-001   3292.82     
  1459.30        29243.0       0.114967E-001   3291.99     
  1465.03        29243.0       0.114967E-001   3291.16     
  1470.76        29243.0       0.114967E-001   3290.33     
  1476.49        29243.0       0.114967E-001   3289.50     
  1482.22        29243.0       0.114967E-001   3288.66     
  1487.96        29243.0       0.114967E-001   3287.82     
  1493.69        29243.0       0.114967E-001   3286.98     
  1499.42        29243.0       0.114967E-001   3286.13     
  1505.15        29243.0       0.114967E-001   3285.28     
  1510.88        29243.0       0.114967E-001   3284.43     
  1516.61        29243.0       0.114967E-001   3283.57     
  1522.34        29243.0       0.114967E-001   3282.71     
  1528.07        29243.0       0.114967E-001   3281.85     
  1533.80        29243.0       0.114967E-001   3280.99     
  1539.53        29243.0       0.114967E-001   3280.12     
  1545.27        29243.0       0.114967E-001   3279.24     
  1551.00        29243.0       0.114967E-001   3278.37     
  1556.73        29243.0       0.114967E-001   3277.48     
  1562.46        29243.0       0.114967E-001   3276.60     
  1568.19        29243.0       0.114967E-001   3275.70     
  1573.92        29243.0       0.114967E-001   3274.82     
  1579.65        29243.0       0.114967E-001   3273.92     
  1585.38        29243.0       0.114967E-001   3272.98     
  1591.11        29243.0       0.114967E-001   3272.12     
  1596.84        29243.0       0.114967E-001   3271.19     
  1602.57        29243.0       0.114967E-001   3270.28     
  1608.31        29243.0       0.114967E-001   3269.37     
  1614.04        29243.0       0.114967E-001   3268.58     
  1619.77        29243.0       0.114967E-001   3267.86     
  1625.50        29243.0       0.114967E-001   3267.14     
  1631.23        29243.0       0.114967E-001   3266.42     
  1636.96        29243.0       0.114967E-001   3265.69     
  1642.69        29243.0       0.114967E-001   3264.97     
  1648.42        29243.0       0.114967E-001   3264.25     
  1654.15        29243.0       0.114967E-001   3263.52     
  1659.88        29243.0       0.114967E-001   3262.80     
  1665.61        29243.0       0.114967E-001   3262.07     
  1671.35        29243.0       0.114967E-001   3261.35     
  1677.08        29243.0       0.114967E-001   3260.62     
  1682.81        29243.0       0.114967E-001   3259.89     
  1688.54        29243.0       0.114967E-001   3259.17     
  1694.27        29243.0       0.114967E-001   3258.44     
  1700.00        29243.0       0.114967E-001   3257.71     
  273.000        29558.2        13.0532        2805.85     
  278.731        29558.2        12.9904        2804.37     
  284.462        29558.2        12.9888        2804.03     
  290.193        29558.2        12.9781        2803.70     
  295.924        29558.2        12.9709        2803.38     
  301.655        29558.2        12.6118        2804.82     
  307.386        29558.2        12.6118        2804.47     
  313.116        29558.2        12.4643        2810.45     
  318.847        29558.2        12.4643        2810.11     
  324.578        29558.2        12.4643        2809.58     
  330.309        29558.2        12.4643        2809.22     
  336.040        29558.2        12.4643        2808.87     
  341.771        29558.2        12.4643        2808.33     
  347.502        29558.2        12.4643        2807.97     
  353.233        29558.2        12.4643        2807.61     
  358.964        29558.2        12.4643        2807.05     
  364.695        29558.2        12.4643        2806.68     
  370.426        29558.2        12.4643        2806.31     
  376.157        29558.2        12.4643        2805.71     
  381.888        29558.2        12.4643        2805.33     
  387.618        29558.2        12.4643        2804.96     
  393.349        29558.2        12.4643        2804.35     
  399.080        29558.2        12.4643        2803.97     
  404.811        29558.2        12.4643        2803.59     
  410.542        29558.2        12.4643        2802.91     
  416.273        29558.2        12.4643        2802.52     
  422.004        29558.2        12.4643        2802.14     
  427.735        29558.2        12.4643        2801.42     
  433.466        29558.2        12.4643        2801.03     
  439.197        29558.2        12.4643        2800.51     
  444.928        29558.2        12.4643        2800.12     
  450.659        29558.2        12.4643        2799.73     
  456.390        29558.2        12.4643        2798.99     
  462.120        29558.2        12.4643        2798.48     
  467.851        29558.2        12.4643        2797.96     
  473.582        29558.2        12.0342        2820.65     
  479.313        29558.2        12.0342        2820.25     
  485.044        29558.2        12.0018        2821.46     
  490.775        29558.2        12.0018        2821.06     
  496.506        29558.2        11.9389        2823.66     
  502.237        29558.2        11.9371        2823.27     
  507.968        29558.2        11.9223        2823.57     
  513.699        29558.2        11.8771        2817.60     
  519.430        29558.2        11.8490        2818.20     
  525.161        29558.2        11.8490        2817.79     
  530.892        29558.2        11.7506        2820.83     
  536.622        29558.2        11.7399        2820.78     
  542.353        29558.2        12.3990        2774.48     
  548.084        29558.2        12.3761        2774.84     
  553.815        29558.2        12.3761        2774.38     
  559.546        29558.2        12.2718        2777.76     
  565.277        29558.2        12.2718        2777.29     
  571.008        29558.2        12.2718        2776.81     
  576.739        29558.2        12.1734        2780.00     
  582.470        29558.2        12.1577        2780.12     
  588.201        29558.2        12.1258        2780.85     
  593.932        29558.2        12.0971        2781.25     
  599.663        29558.2        12.0624        2781.88     
  605.394        29558.2        12.0262        2782.52     
  611.124        29558.2        11.9873        2783.28     
  616.855        29558.2        11.9453        2784.15     
  622.586        29558.2        11.9204        2784.50     
  628.317        29558.2        11.8848        2785.24     
  634.048        29558.2        11.8477        2785.98     
  639.779        29558.2        11.8101        2786.83     
  645.510        29558.2        11.7723        2787.68     
  651.241        29558.2        11.7339        2788.53     
  656.972        29558.2        11.6943        2789.47     
  662.703        29558.2        11.6543        2790.42     
  668.434        29558.2        11.6140        2791.37     
  674.165        29558.2        11.5577        2792.93     
  679.896        29558.2        11.4930        2794.80     
  685.627        29558.2        11.4280        2796.67     
  691.357        29558.2        11.3442        2799.24     
  697.088        29558.2        11.2417        2802.52     
  702.819        29558.2        11.1392        2805.79     
  708.550        29558.2        11.0150        2809.89     
  714.281        29558.2        10.8514        2815.46     
  720.012        29558.2        10.6872        2821.07     
  725.743        29558.2        10.4993        2827.59     
  731.474        29558.2        10.2153        2837.76     
  737.205        29558.2        9.92954        2848.07     
  742.936        29558.2        9.63130        2858.94     
  748.667        29558.2        9.08482        2879.46     
  754.398        29558.2        8.53170        2900.55     
  760.129        29558.2        7.97885        2921.95     
  765.859        29558.2        7.83383        2927.31     
  771.590        29558.2        7.82521        2927.34     
  777.321        29558.2        7.81343        2927.55     
  783.052        29558.2        7.79319        2928.28     
  788.783        29558.2        7.80972        2926.72     
  794.514        29558.2        7.80204        2926.67     
  800.245        29558.2        7.79338        2926.68     
  805.976        29558.2        7.78352        2926.76     
  811.707        29558.2        7.77233        2926.92     
  817.438        29558.2        7.76021        2927.13     
  823.169        29558.2        7.74209        2927.71     
  828.900        29558.2        7.73013        2927.90     
  834.631        29558.2        7.71093        2928.54     
  840.361        29558.2        7.68394        2929.59     
  846.092        29558.2        7.66898        2929.91     
  851.823        29558.2        7.66448        2929.59     
  857.554        29558.2        7.65376        2929.58     
  863.285        29558.2        7.47368        2937.81     
  869.016        29558.2        6.70906        2975.11     
  874.747        29558.2        5.75382        3023.26     
  880.478        29558.2        4.29200        3101.09     
  886.209        29558.2        1.21705        3279.38     
  891.940        29558.2        1.21258        3279.06     
  897.671        29558.2        1.20750        3278.78     
  903.402        29558.2        1.20273        3278.48     
  909.133        29558.2        1.19810        3278.17     
  914.863        29558.2        1.19338        3277.86     
  920.594        29558.2        1.18880        3277.54     
  926.325        29558.2        1.18389        3277.24     
  932.056        29558.2        1.17874        3276.96     
  937.787        29558.2        1.17358        3276.67     
  943.518        29558.2        1.16791        3276.42     
  949.249        29558.2        1.16137        3276.21     
  954.980        29558.2        1.15482        3276.01     
  960.711        29558.2        1.14763        3275.84     
  966.442        29558.2        1.13864        3275.78     
  972.173        29558.2        1.12965        3275.72     
  977.904        29558.2        1.12021        3275.69     
  983.635        29558.2        1.10749        3275.85     
  989.365        29558.2        1.09475        3276.01     
  995.096        29558.2        1.08177        3276.19     
  1000.83        29558.2        1.06399        3276.66     
  1006.56        29558.2        1.04579        3277.15     
  1012.29        29558.2        1.02301        3277.91     
  1018.02        29558.2        1.00466        3278.41     
  1023.75        29558.2       0.980353        3279.27     
  1029.48        29558.2       0.952793        3280.33     
  1035.21        29558.2       0.114967E-001   3348.93     
  1040.94        29558.2       0.114967E-001   3348.23     
  1046.67        29558.2       0.114967E-001   3347.49     
  1052.41        29558.2       0.114967E-001   3346.78     
  1058.14        29558.2       0.114967E-001   3346.10     
  1063.87        29558.2       0.114967E-001   3345.39     
  1069.60        29558.2       0.114967E-001   3344.69     
  1075.33        29558.2       0.114967E-001   3344.00     
  1081.06        29558.2       0.114967E-001   3343.28     
  1086.79        29558.2       0.114967E-001   3342.53     
  1092.52        29558.2       0.114967E-001   3341.83     
  1098.25        29558.2       0.114967E-001   3341.12     
  1103.98        29558.2       0.114967E-001   3340.42     
  1109.71        29558.2       0.114967E-001   3339.72     
  1115.45        29558.2       0.114967E-001   3339.00     
  1121.18        29558.2       0.114967E-001   3338.23     
  1126.91        29558.2       0.114967E-001   3337.52     
  1132.64        29558.2       0.114967E-001   3336.81     
  1138.37        29558.2       0.114967E-001   3336.11     
  1144.10        29558.2       0.114967E-001   3335.39     
  1149.83        29558.2       0.114967E-001   3334.66     
  1155.56        29558.2       0.114967E-001   3333.88     
  1161.29        29558.2       0.114967E-001   3333.16     
  1167.02        29558.2       0.114967E-001   3332.47     
  1172.76        29558.2       0.114967E-001   3331.74     
  1178.49        29558.2       0.114967E-001   3331.01     
  1184.22        29558.2       0.114967E-001   3330.28     
  1189.95        29558.2       0.114967E-001   3329.54     
  1195.68        29558.2       0.114967E-001   3328.78     
  1201.41        29558.2       0.114967E-001   3328.03     
  1207.14        29558.2       0.114967E-001   3327.29     
  1212.87        29558.2       0.114967E-001   3326.57     
  1218.60        29558.2       0.114967E-001   3325.85     
  1224.33        29558.2       0.114967E-001   3325.10     
  1230.06        29558.2       0.114967E-001   3324.29     
  1235.80        29558.2       0.114967E-001   3323.56     
  1241.53        29558.2       0.114967E-001   3322.82     
  1247.26        29558.2       0.114967E-001   3322.10     
  1252.99        29558.2       0.114967E-001   3321.36     
  1258.72        29558.2       0.114967E-001   3320.60     
  1264.45        29558.2       0.114967E-001   3319.77     
  1270.18        29558.2       0.114967E-001   3319.03     
  1275.91        29558.2       0.114967E-001   3318.32     
  1281.64        29558.2       0.114967E-001   3317.56     
  1287.37        29558.2       0.114967E-001   3316.81     
  1293.10        29558.2       0.114967E-001   3316.05     
  1298.84        29558.2       0.114967E-001   3315.28     
  1304.57        29558.2       0.114967E-001   3314.48     
  1310.30        29558.2       0.114967E-001   3313.69     
  1316.03        29558.2       0.114967E-001   3312.93     
